S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
5104,18-07-2020,Kerala,11066,6033,4995,38
5105,19-07-2020,Kerala,11659,6420,5199,40
5106,20-07-2020,Kerala,12480,7067,5371,42
5107,21-07-2020,Kerala,13274,7615,5616,43
5108,22-07-2020,Kerala,13994,8060,5890,44
5109,23-07-2020,Kerala,15032,8825,6162,45
5110,24-07-2020,Kerala,16110,9466,6594,50
5111,25-07-2020,Kerala,16995,9379,7562,54
5112,26-07-2020,Kerala,18098,9428,8611,59
5113,27-07-2020,Kerala,19025,9664,9300,61
5114,28-07-2020,Kerala,19727,9619,10045,63
5115,29-07-2020,Kerala,20894,10103,10724,67
5116,30-07-2020,Kerala,21797,10364,11365,68
5117,31-07-2020,Kerala,22303,10074,12159,70
5118,01-08-2020,Kerala,23613,10517,13023,73
5119,02-08-2020,Kerala,24742,10886,13775,81
5120,03-08-2020,Kerala,25911,11366,14463,82
5121,04-08-2020,Kerala,26873,11511,15278,84
5122,05-08-2020,Kerala,27956,11570,16299,87
5123,06-08-2020,Kerala,29151,11524,17533,94
5124,07-08-2020,Kerala,30449,12019,18333,97
5125,08-08-2020,Kerala,31700,12451,19147,102
5126,09-08-2020,Kerala,33120,12152,20862,106
5127,10-08-2020,Kerala,34331,12391,21832,108
5128,11-08-2020,Kerala,35515,12784,22616,115
5129,12-08-2020,Kerala,36932,12770,24042,120
5130,13-08-2020,Kerala,38144,13096,24922,126
5131,14-08-2020,Kerala,39708,13891,25688,129
5132,15-08-2020,Kerala,41277,14146,26992,139
5133,16-08-2020,Kerala,42885,14944,27795,146
5134,17-08-2020,Kerala,44415,15365,28894,156
5135,18-08-2020,Kerala,46140,15946,30025,169
5136,19-08-2020,Kerala,47898,16333,31390,175
5137,20-08-2020,Kerala,50231,17442,32607,182
5138,21-08-2020,Kerala,52199,18184,33824,191
5139,22-08-2020,Kerala,54182,18736,35243,203
5140,23-08-2020,Kerala,56354,19601,36535,218
5141,24-08-2020,Kerala,58262,20394,37645,223
5142,25-08-2020,Kerala,59504,20387,38883,234
5143,26-08-2020,Kerala,61879,21296,40339,244
5144,27-08-2020,Kerala,64355,22408,41690,257
5145,28-08-2020,Kerala,66761,22737,43757,267
5146,29-08-2020,Kerala,69304,23176,45854,274
5147,30-08-2020,Kerala,71701,23342,48079,280
5148,31-08-2020,Kerala,73855,23719,49849,287
5149,01-09-2020,Kerala,75385,23553,51538,294
5150,02-09-2020,Kerala,76525,22578,53649,298
5151,03-09-2020,Kerala,78072,21989,55778,305
5152,04-09-2020,Kerala,79625,21582,57728,315
5153,05-09-2020,Kerala,82104,21334,60444,326
5154,06-09-2020,Kerala,84759,21867,62555,337
5155,07-09-2020,Kerala,87841,22743,64751,347
5156,08-09-2020,Kerala,89489,22133,66997,359
5157,09-09-2020,Kerala,92515,23280,68863,372
5158,10-09-2020,Kerala,95917,24616,70917,384
5159,11-09-2020,Kerala,99266,26292,72578,396
5160,12-09-2020,Kerala,102254,27944,73900,410
5161,13-09-2020,Kerala,105139,28870,75844,425
5162,14-09-2020,Kerala,108278,30140,77699,439
5163,15-09-2020,Kerala,110818,30555,79809,454
5164,16-09-2020,Kerala,114033,31226,82341,466
5165,17-09-2020,Kerala,117863,32775,84608,480
5166,18-09-2020,Kerala,122214,34380,87345,489
5167,19-09-2020,Kerala,126381,35795,90085,501
5168,20-09-2020,Kerala,131005,37535,92951,519
5169,21-09-2020,Kerala,135721,39484,95702,535
5170,22-09-2020,Kerala,138631,39354,98724,553
5171,23-09-2020,Kerala,142756,40453,101731,572
5172,24-09-2020,Kerala,148132,42858,104682,592
5173,25-09-2020,Kerala,154456,45993,107850,613
5174,26-09-2020,Kerala,160933,48967,111331,635
5175,27-09-2020,Kerala,167939,52753,114530,656
5176,28-09-2020,Kerala,175384,56786,117921,677
5177,29-09-2020,Kerala,179922,57957,121268,697
5178,30-09-2020,Kerala,187276,61869,124688,719
5179,01-10-2020,Kerala,196106,67140,128224,742
5180,02-10-2020,Kerala,204241,72418,131052,771
5181,03-10-2020,Kerala,213499,77564,135144,791
5182,04-10-2020,Kerala,221333,80900,139620,813
5183,05-10-2020,Kerala,229886,84579,144471,836
5184,06-10-2020,Kerala,234928,84958,149111,859
5185,07-10-2020,Kerala,242799,87823,154092,884
5186,08-10-2020,Kerala,253405,92246,160253,906
5187,09-10-2020,Kerala,258850,90664,167256,930
5188,10-10-2020,Kerala,268100,91841,175304,955
5189,11-10-2020,Kerala,279855,96003,182874,978
5190,12-10-2020,Kerala,289202,96401,191798,1003
5191,13-10-2020,Kerala,295132,94473,199634,1025
5192,14-10-2020,Kerala,303896,95493,207357,1046
5193,15-10-2020,Kerala,310140,93925,215149,1066
5194,16-10-2020,Kerala,317929,94609,222231,1089
5195,17-10-2020,Kerala,325212,95101,228998,1113
5196,18-10-2020,Kerala,334228,96100,236989,1139
5197,19-10-2020,Kerala,341859,95299,245399,1161
5198,20-10-2020,Kerala,346881,92831,252868,1182
5199,21-10-2020,Kerala,353472,92023,260243,1206
5200,22-10-2020,Kerala,361841,93527,267082,1232
5201,23-10-2020,Kerala,369323,93393,274675,1255
5202,24-10-2020,Kerala,377834,95760,280793,1281
5203,25-10-2020,Kerala,386087,97520,287261,1306
5204,26-10-2020,Kerala,392930,96688,294910,1332
5205,27-10-2020,Kerala,397217,93848,302017,1352
5206,28-10-2020,Kerala,402674,92266,309032,1376
5207,29-10-2020,Kerala,411464,93369,316692,1403
5208,30-10-2020,Kerala,418484,91889,325166,1429
5209,31-10-2020,Kerala,425122,90671,332994,1457
5210,01-11-2020,Kerala,433105,91297,340324,1484
5211,02-11-2020,Kerala,440130,89783,348835,1512
5212,03-11-2020,Kerala,444268,86792,355943,1533
5213,04-11-2020,Kerala,451130,84826,364745,1559
5214,05-11-2020,Kerala,459646,85108,372951,1587
5215,06-11-2020,Kerala,466466,84203,380650,1613
5216,07-11-2020,Kerala,473468,83324,388504,1640
5217,08-11-2020,Kerala,480669,83377,395624,1668
5218,09-11-2020,Kerala,486109,81940,402477,1692
5219,10-11-2020,Kerala,489702,79528,408460,1714
5220,11-11-2020,Kerala,495712,78812,415158,1742
5221,12-11-2020,Kerala,502719,78538,422410,1771
5222,13-11-2020,Kerala,508256,77931,428529,1796
5223,14-11-2020,Kerala,514060,77508,434730,1822
5224,15-11-2020,Kerala,520417,77046,441523,1848
5225,16-11-2020,Kerala,524998,74922,448207,1869
5226,17-11-2020,Kerala,527708,71046,454774,1888
5227,18-11-2020,Kerala,533500,70191,461394,1915
5228,19-11-2020,Kerala,539919,69516,468460,1943
5229,20-11-2020,Kerala,545641,68352,475320,1969
5230,21-11-2020,Kerala,551669,67954,481718,1997
5231,22-11-2020,Kerala,557441,66982,488437,2022
5232,23-11-2020,Kerala,562695,65982,494664,2049
5233,24-11-2020,Kerala,566452,64292,500089,2071
5234,25-11-2020,Kerala,571872,64539,505238,2095
5235,26-11-2020,Kerala,578363,65234,511008,2121
5236,27-11-2020,Kerala,583741,64615,516978,2148
5237,28-11-2020,Kerala,587707,64014,521522,2171
5238,29-11-2020,Kerala,593957,64964,526797,2196
5239,30-11-2020,Kerala,599600,64719,532658,2223
5240,01-12-2020,Kerala,602982,62025,538713,2244
5241,02-12-2020,Kerala,608357,61223,544864,2270
5242,03-12-2020,Kerala,614673,61587,550788,2298
5243,04-12-2020,Kerala,620049,61342,556378,2329
5244,05-12-2020,Kerala,625767,61535,561874,2358
5245,06-12-2020,Kerala,631615,61531,567694,2390
5246,07-12-2020,Kerala,636392,61063,572911,2418
5247,08-12-2020,Kerala,639664,59607,577616,2441
5248,09-12-2020,Kerala,644696,59873,582351,2472
5249,10-12-2020,Kerala,649571,60066,586998,2507
5250,11-12-2020,Kerala,654041,59663,591845,2533
5251,12-12-2020,Kerala,658683,59528,596593,2562
5252,13-12-2020,Kerala,664632,60177,601861,2594
5253,14-12-2020,Kerala,669330,59588,607119,2623
5254,15-12-2020,Kerala,672037,57790,611600,2647
5255,17-12-2020,Kerala,683440,58339,622394,2707
5256,18-12-2020,Kerala,688409,58311,627364,2734
5257,19-12-2020,Kerala,693865,59043,632065,2757
5258,20-12-2020,Kerala,700158,60558,636814,2786
5259,21-12-2020,Kerala,705869,61768,641285,2816
5260,22-12-2020,Kerala,709292,60670,645779,2843
5261,23-12-2020,Kerala,715341,61635,650836,2870
5262,24-12-2020,Kerala,721510,62974,655644,2892
5263,25-12-2020,Kerala,726687,63328,660445,2914
5264,26-12-2020,Kerala,732084,64203,664951,2930
5265,27-12-2020,Kerala,735611,63927,668733,2951
5266,28-12-2020,Kerala,740516,65344,672196,2976
5267,29-12-2020,Kerala,743563,64205,676368,2990
5268,30-12-2020,Kerala,749450,65039,681397,3014
5269,31-12-2020,Kerala,755718,65572,687104,3042
5270,03-01-2121,Kerala,771252,65560,702576,3116
5271,04-01-2121,Kerala,775852,65467,707244,3141
5272,05-01-2121,Kerala,778873,63324,712389,3160
5273,06-01-2121,Kerala,784488,63993,717311,3184
5274,07-01-2121,Kerala,790882,65252,722421,3209
5275,08-01-2121,Kerala,795933,64639,728060,3234
5276,09-01-2121,Kerala,801075,64434,733384,3257
5277,10-01-2121,Kerala,806603,64516,738808,3279
5278,11-01-2121,Kerala,811148,64379,743467,3302
5279,12-01-2121,Kerala,814258,63547,747389,3322
5280,12-03-2020,Ladakh,3,3,0,0
5281,13-03-2020,Ladakh,3,3,0,0
5282,14-03-2020,Ladakh,3,3,0,0
5283,15-03-2020,Ladakh,3,3,0,0
5284,16-03-2020,Ladakh,4,4,0,0
5285,17-03-2020,Ladakh,6,6,0,0
5286,18-03-2020,Ladakh,8,8,0,0
5287,19-03-2020,Ladakh,8,8,0,0
5288,20-03-2020,Ladakh,10,10,0,0
5289,21-03-2020,Ladakh,13,13,0,0
5290,22-03-2020,Ladakh,13,13,0,0
5291,23-03-2020,Ladakh,13,13,0,0
5292,24-03-2020,Ladakh,13,13,0,0
5293,25-03-2020,Ladakh,13,13,0,0
5294,26-03-2020,Ladakh,13,13,0,0
5295,27-03-2020,Ladakh,13,10,3,0
5296,28-03-2020,Ladakh,13,10,3,0
5297,29-03-2020,Ladakh,13,10,3,0
5298,30-03-2020,Ladakh,13,10,3,0
5299,31-03-2020,Ladakh,13,10,3,0
5300,01-04-2020,Ladakh,13,10,3,0
5301,02-04-2020,Ladakh,13,10,3,0
5302,03-04-2020,Ladakh,14,11,3,0
5303,04-04-2020,Ladakh,14,11,3,0
5304,05-04-2020,Ladakh,14,4,10,0
5305,06-04-2020,Ladakh,14,4,10,0
5306,07-04-2020,Ladakh,14,4,10,0
5307,08-04-2020,Ladakh,14,4,10,0
5308,09-04-2020,Ladakh,14,4,10,0
5309,10-04-2020,Ladakh,15,5,10,0
5310,11-04-2020,Ladakh,15,5,10,0
5311,12-04-2020,Ladakh,15,5,10,0
5312,13-04-2020,Ladakh,15,5,10,0
5313,14-04-2020,Ladakh,15,5,10,0
5314,15-04-2020,Ladakh,17,7,10,0
5315,16-04-2020,Ladakh,17,7,10,0
5316,17-04-2020,Ladakh,18,4,14,0
5317,18-04-2020,Ladakh,18,4,14,0
5318,19-04-2020,Ladakh,18,4,14,0
5319,20-04-2020,Ladakh,18,4,14,0
5320,21-04-2020,Ladakh,18,4,14,0
5321,22-04-2020,Ladakh,18,4,14,0
5322,23-04-2020,Ladakh,18,4,14,0
5323,24-04-2020,Ladakh,18,4,14,0
5324,25-04-2020,Ladakh,20,6,14,0
5325,26-04-2020,Ladakh,20,6,14,0
5326,27-04-2020,Ladakh,20,6,14,0
5327,28-04-2020,Ladakh,20,6,14,0
5328,29-04-2020,Ladakh,22,6,16,0
5329,30-04-2020,Ladakh,22,6,16,0
5330,01-05-2020,Ladakh,22,6,16,0
5331,02-05-2020,Ladakh,22,5,17,0
5332,03-05-2020,Ladakh,22,5,17,0
5333,04-05-2020,Ladakh,41,24,17,0
5334,05-05-2020,Ladakh,41,24,17,0
5335,06-05-2020,Ladakh,41,24,17,0
5336,07-05-2020,Ladakh,41,24,17,0
5337,08-05-2020,Ladakh,42,25,17,0
5338,09-05-2020,Ladakh,42,25,17,0
5339,10-05-2020,Ladakh,42,25,17,0
5340,11-05-2020,Ladakh,42,21,21,0
5341,12-05-2020,Ladakh,42,21,21,0
5342,13-05-2020,Ladakh,42,21,21,0
5343,14-05-2020,Ladakh,43,21,22,0
5344,15-05-2020,Ladakh,43,21,22,0
5345,16-05-2020,Ladakh,43,21,22,0
5346,17-05-2020,Ladakh,43,21,22,0
5347,18-05-2020,Ladakh,43,19,24,0
5348,19-05-2020,Ladakh,43,2,41,0
5349,20-05-2020,Ladakh,43,0,43,0
5350,21-05-2020,Ladakh,44,1,43,0
5351,22-05-2020,Ladakh,44,1,43,0
5352,23-05-2020,Ladakh,44,1,43,0
5353,24-05-2020,Ladakh,49,6,43,0
5354,25-05-2020,Ladakh,52,9,43,0
5355,26-05-2020,Ladakh,52,9,43,0
5356,27-05-2020,Ladakh,53,10,43,0
5357,28-05-2020,Ladakh,53,10,43,0
5358,29-05-2020,Ladakh,73,30,43,0
5359,30-05-2020,Ladakh,74,31,43,0
5360,31-05-2020,Ladakh,74,31,43,0
5361,01-06-2020,Ladakh,74,31,43,0
5362,02-06-2020,Ladakh,77,34,43,0
5363,03-06-2020,Ladakh,81,33,47,1
5364,04-06-2020,Ladakh,90,41,48,1
5365,05-06-2020,Ladakh,90,41,48,1
5366,06-06-2020,Ladakh,97,48,48,1
5367,07-06-2020,Ladakh,99,50,48,1
5368,08-06-2020,Ladakh,103,52,50,1
5369,09-06-2020,Ladakh,103,50,52,1
5370,10-06-2020,Ladakh,108,55,52,1
5371,11-06-2020,Ladakh,115,62,52,1
5372,12-06-2020,Ladakh,135,80,54,1
5373,13-06-2020,Ladakh,239,176,62,1
5374,14-06-2020,Ladakh,437,368,68,1
5375,15-06-2020,Ladakh,549,468,80,1
5376,16-06-2020,Ladakh,555,472,82,1
5377,17-06-2020,Ladakh,649,563,85,1
5378,18-06-2020,Ladakh,687,594,92,1
5379,19-06-2020,Ladakh,687,591,95,1
5380,20-06-2020,Ladakh,744,648,95,1
5381,21-06-2020,Ladakh,836,718,117,1
5382,22-06-2020,Ladakh,837,702,134,1
5383,23-06-2020,Ladakh,847,710,136,1
5384,24-06-2020,Ladakh,932,783,148,1
5385,25-06-2020,Ladakh,941,666,274,1
5386,26-06-2020,Ladakh,941,582,358,1
5387,27-06-2020,Ladakh,946,587,358,1
5388,28-06-2020,Ladakh,960,405,554,1
5389,29-06-2020,Ladakh,963,376,586,1
5390,30-06-2020,Ladakh,964,347,616,1
5391,01-07-2020,Ladakh,973,324,648,1
5392,02-07-2020,Ladakh,990,295,694,1
5393,03-07-2020,Ladakh,990,259,730,1
5394,04-07-2020,Ladakh,1001,223,777,1
5395,05-07-2020,Ladakh,1005,178,826,1
5396,06-07-2020,Ladakh,1005,178,826,1
5397,07-07-2020,Ladakh,1005,168,836,1
5398,08-07-2020,Ladakh,1041,204,836,1
5399,09-07-2020,Ladakh,1041,204,836,1
5400,10-07-2020,Ladakh,1055,139,915,1
5401,11-07-2020,Ladakh,1064,146,917,1
5402,12-07-2020,Ladakh,1077,148,928,1
5403,13-07-2020,Ladakh,1086,157,928,1
5404,14-07-2020,Ladakh,1093,146,946,1
5405,15-07-2020,Ladakh,1093,146,946,1
5406,16-07-2020,Ladakh,1142,177,964,1
5407,17-07-2020,Ladakh,1147,176,970,1
5408,18-07-2020,Ladakh,1151,177,973,1
5409,19-07-2020,Ladakh,1159,173,985,1
5410,20-07-2020,Ladakh,1178,173,1003,2
5411,21-07-2020,Ladakh,1195,186,1007,2
5412,22-07-2020,Ladakh,1198,186,1010,2
5413,23-07-2020,Ladakh,1206,186,1018,2
5414,24-07-2020,Ladakh,1210,183,1025,2
5415,25-07-2020,Ladakh,1246,209,1035,2
5416,26-07-2020,Ladakh,1276,216,1057,3
5417,27-07-2020,Ladakh,1285,218,1063,4
5418,28-07-2020,Ladakh,1306,236,1066,4
5419,29-07-2020,Ladakh,1327,254,1067,6
5420,30-07-2020,Ladakh,1347,261,1080,6
5421,31-07-2020,Ladakh,1378,277,1094,7
5422,01-08-2020,Ladakh,1404,302,1095,7
5423,02-08-2020,Ladakh,1462,347,1108,7
5424,03-08-2020,Ladakh,1466,351,1108,7
5425,04-08-2020,Ladakh,1485,369,1109,7
5426,05-08-2020,Ladakh,1534,400,1127,7
5427,06-08-2020,Ladakh,1592,421,1164,7
5428,07-08-2020,Ladakh,1595,411,1177,7
5429,08-08-2020,Ladakh,1614,411,1194,9
5430,09-08-2020,Ladakh,1639,416,1214,9
5431,10-08-2020,Ladakh,1688,457,1222,9
5432,11-08-2020,Ladakh,1717,471,1237,9
5433,12-08-2020,Ladakh,1770,506,1255,9
5434,13-08-2020,Ladakh,1811,528,1274,9
5435,14-08-2020,Ladakh,1849,558,1282,9
5436,15-08-2020,Ladakh,1879,567,1303,9
5437,16-08-2020,Ladakh,1909,592,1307,10
5438,17-08-2020,Ladakh,1948,578,1356,14
5439,18-08-2020,Ladakh,1966,584,1368,14
5440,19-08-2020,Ladakh,2010,598,1395,17
5441,20-08-2020,Ladakh,2048,633,1397,18
5442,21-08-2020,Ladakh,2077,623,1436,18
5443,22-08-2020,Ladakh,2133,665,1449,19
5444,23-08-2020,Ladakh,2210,720,1469,21
5445,24-08-2020,Ladakh,2279,765,1491,23
5446,25-08-2020,Ladakh,2330,790,1517,23
5447,26-08-2020,Ladakh,2420,847,1549,24
5448,27-08-2020,Ladakh,2451,846,1580,25
5449,28-08-2020,Ladakh,2492,825,1640,27
5450,29-08-2020,Ladakh,2540,798,1714,28
5451,30-08-2020,Ladakh,2603,826,1745,32
5452,31-08-2020,Ladakh,2638,847,1757,34
5453,01-09-2020,Ladakh,2681,773,1874,34
5454,02-09-2020,Ladakh,2733,720,1978,35
5455,03-09-2020,Ladakh,2785,743,2007,35
5456,04-09-2020,Ladakh,2840,766,2039,35
5457,05-09-2020,Ladakh,2935,815,2085,35
5458,06-09-2020,Ladakh,2996,834,2127,35
5459,07-09-2020,Ladakh,3036,850,2151,35
5460,08-09-2020,Ladakh,3064,818,2211,35
5461,09-09-2020,Ladakh,3102,856,2211,35
5462,10-09-2020,Ladakh,3142,778,2329,35
5463,11-09-2020,Ladakh,3177,775,2366,36
5464,12-09-2020,Ladakh,3228,803,2387,38
5465,13-09-2020,Ladakh,3294,841,2414,39
5466,14-09-2020,Ladakh,3345,869,2436,40
5467,15-09-2020,Ladakh,3419,903,2475,41
5468,16-09-2020,Ladakh,3499,938,2517,44
5469,17-09-2020,Ladakh,3535,953,2536,46
5470,18-09-2020,Ladakh,3576,972,2558,46
5471,19-09-2020,Ladakh,3635,987,2600,48
5472,20-09-2020,Ladakh,3708,993,2666,49
5473,21-09-2020,Ladakh,3753,1013,2691,49
5474,22-09-2020,Ladakh,3832,1047,2735,50
5475,23-09-2020,Ladakh,3887,1028,2809,50
5476,24-09-2020,Ladakh,3933,1038,2844,51
5477,25-09-2020,Ladakh,3969,1022,2893,54
5478,26-09-2020,Ladakh,4025,998,2971,56
5479,27-09-2020,Ladakh,4093,1018,3018,57
5480,28-09-2020,Ladakh,4103,1013,3032,58
5481,29-09-2020,Ladakh,4152,1030,3064,58
5482,30-09-2020,Ladakh,4195,1030,3107,58
5483,01-10-2020,Ladakh,4269,1064,3147,58
5484,02-10-2020,Ladakh,4360,1067,3232,61
5485,03-10-2020,Ladakh,4429,1094,3274,61
5486,04-10-2020,Ladakh,4477,1101,3315,61
5487,05-10-2020,Ladakh,4521,1106,3354,61
5488,06-10-2020,Ladakh,4641,1166,3414,61
5489,07-10-2020,Ladakh,4720,1195,3464,61
5490,08-10-2020,Ladakh,4802,1228,3511,63
5491,09-10-2020,Ladakh,4902,1299,3540,63
5492,10-10-2020,Ladakh,4987,1038,3886,63
5493,11-10-2020,Ladakh,5059,1022,3973,64
5494,12-10-2020,Ladakh,5081,980,4037,64
5495,13-10-2020,Ladakh,5151,961,4126,64
5496,14-10-2020,Ladakh,5238,969,4205,64
5497,15-10-2020,Ladakh,5304,979,4261,64
5498,16-10-2020,Ladakh,5393,1018,4310,65
5499,17-10-2020,Ladakh,5441,915,4461,65
5500,18-10-2020,Ladakh,5534,933,4535,66
5501,19-10-2020,Ladakh,5598,917,4615,66
5502,20-10-2020,Ladakh,5647,880,4701,66
5503,21-10-2020,Ladakh,5695,841,4787,67
5504,22-10-2020,Ladakh,5781,848,4865,68
5505,23-10-2020,Ladakh,5812,842,4902,68
5506,24-10-2020,Ladakh,5840,788,4984,68
5507,25-10-2020,Ladakh,5913,790,5052,71
5508,26-10-2020,Ladakh,5933,736,5126,71
5509,27-10-2020,Ladakh,5978,691,5216,71
5510,28-10-2020,Ladakh,6024,689,5262,73
5511,29-10-2020,Ladakh,6085,642,5369,74
5512,30-10-2020,Ladakh,6139,627,5438,74
5513,31-10-2020,Ladakh,6194,627,5493,74
5514,01-11-2020,Ladakh,6270,656,5539,75
5515,02-11-2020,Ladakh,6287,583,5629,75
5516,03-11-2020,Ladakh,6357,610,5671,76
5517,04-11-2020,Ladakh,6441,664,5701,76
5518,05-11-2020,Ladakh,6553,702,5772,79
5519,06-11-2020,Ladakh,6633,752,5802,79
5520,07-11-2020,Ladakh,6718,784,5854,80
5521,08-11-2020,Ladakh,6790,816,5894,80
5522,09-11-2020,Ladakh,6809,765,5960,84
5523,10-11-2020,Ladakh,6934,846,6003,85
5524,11-11-2020,Ladakh,7063,920,6058,85
5525,12-11-2020,Ladakh,7134,930,6118,86
5526,13-11-2020,Ladakh,7211,971,6151,89
5527,14-11-2020,Ladakh,7291,989,6213,89
5528,15-11-2020,Ladakh,7356,978,6289,89
5529,16-11-2020,Ladakh,7396,922,6385,89
5530,17-11-2020,Ladakh,7493,944,6456,93
5531,18-11-2020,Ladakh,7563,930,6539,94
5532,19-11-2020,Ladakh,7623,924,6605,94
5533,20-11-2020,Ladakh,7714,1000,6619,95
5534,21-11-2020,Ladakh,7787,948,6743,96
5535,22-11-2020,Ladakh,7866,912,6856,98
5536,23-11-2020,Ladakh,7939,928,6911,100
5537,24-11-2020,Ladakh,7945,859,6985,101
5538,25-11-2020,Ladakh,8028,854,7069,105
5539,26-11-2020,Ladakh,8119,886,7125,108
5540,27-11-2020,Ladakh,8228,961,7154,113
5541,28-11-2020,Ladakh,8272,904,7254,114
5542,29-11-2020,Ladakh,8328,885,7327,116
5543,30-11-2020,Ladakh,8403,878,7409,116
5544,01-12-2020,Ladakh,8415,809,7489,117
5545,02-12-2020,Ladakh,8477,793,7565,119
5546,03-12-2020,Ladakh,8623,862,7642,119
5547,04-12-2020,Ladakh,8691,859,7713,119
5548,05-12-2020,Ladakh,8732,860,7752,120
5549,06-12-2020,Ladakh,8840,884,7836,120
5550,07-12-2020,Ladakh,8893,856,7917,120
5551,08-12-2020,Ladakh,8896,761,8014,121
5552,09-12-2020,Ladakh,8969,791,8056,122
5553,10-12-2020,Ladakh,9045,819,8104,122
5554,11-12-2020,Ladakh,9071,774,8175,122
5555,12-12-2020,Ladakh,9112,797,8192,123
5556,13-12-2020,Ladakh,9138,763,8252,123
5557,14-12-2020,Ladakh,9155,649,8383,123
5558,15-12-2020,Ladakh,9166,614,8429,123
5559,17-12-2020,Ladakh,9238,536,8579,123
5560,18-12-2020,Ladakh,9243,497,8623,123
5561,19-12-2020,Ladakh,9252,473,8655,124
5562,20-12-2020,Ladakh,9270,423,8723,124
5563,21-12-2020,Ladakh,9279,354,8801,124
5564,22-12-2020,Ladakh,9286,309,8852,125
5565,23-12-2020,Ladakh,9296,270,8901,125
5566,24-12-2020,Ladakh,9309,237,8947,125
5567,25-12-2020,Ladakh,9341,246,8969,126
5568,26-12-2020,Ladakh,9355,209,9020,126
5569,27-12-2020,Ladakh,9394,217,9051,126
5570,28-12-2020,Ladakh,9406,208,9072,126
5571,29-12-2020,Ladakh,9411,197,9088,126
5572,30-12-2020,Ladakh,9436,209,9100,127
5573,31-12-2020,Ladakh,9447,188,9132,127
5574,03-01-2121,Ladakh,9550,260,9163,127
5575,04-01-2121,Ladakh,9556,256,9173,127
5576,05-01-2121,Ladakh,9561,240,9194,127
5577,06-01-2121,Ladakh,9577,235,9215,127
5578,07-01-2121,Ladakh,9589,219,9243,127
5579,08-01-2121,Ladakh,9600,215,9258,127
5580,09-01-2121,Ladakh,9601,203,9271,127
5581,10-01-2121,Ladakh,9608,203,9278,127
5582,11-01-2121,Ladakh,9618,197,9294,127
5583,12-01-2121,Ladakh,9621,183,9311,127
5584,30-07-2020,Lakshadweep,0,0,0,0
5585,31-07-2020,Lakshadweep,0,0,0,0
5586,01-08-2020,Lakshadweep,0,0,0,0
5587,02-08-2020,Lakshadweep,0,0,0,0
5588,03-08-2020,Lakshadweep,0,0,0,0
5589,04-08-2020,Lakshadweep,0,0,0,0
5590,05-08-2020,Lakshadweep,0,0,0,0
5591,06-08-2020,Lakshadweep,0,0,0,0
5592,07-08-2020,Lakshadweep,0,0,0,0
5593,08-08-2020,Lakshadweep,0,0,0,0
5594,09-08-2020,Lakshadweep,0,0,0,0
5595,10-08-2020,Lakshadweep,0,0,0,0
